Protein.ID;Average,,pmol,mg,;std
Q96RR4;0;0
Q96RS6;0,2456144;0.04690353
Q96RT1;0,950448;0.11929816
Q96RT6;1,098446;0.04108293
Q96RT7;0,007794384;0.007033668
Q96RT8;0;0
Q96RU2;0,10542242;0.005256564
Q96RU3;0,08565964;0.025851848
Q96RY5;0;0
Q96RY7;0;0
Q96S06;0,02884032;0.01197475
Q96S15;0;0
Q96S19;0;0
Q96S38;0;0
Q96S44;0,5525795;0.03319002
Q96S52;3,507646;0.34777
Q96S53;0;0
Q96S55;3,1137924;0.23562312
Q96S59;0,2462448;0.08970798
Q96S66;1,5302812;0.5734588
Q96S82;0,04182983;0.005547769
Q96S94;0,26268357;0.0294486
Q96S97;0,9875264;0.1169644
Q96S99;0;0
Q96SB3;0,1105714;0.03591276
Q96SB4;0,9865816;0.15595204
Q96SB8;0,4589796;0.17216558
Q96SE7;2,954631;0.51292
Q96SI9;1,0226524;0.09949072
Q96SK2;1,3881552;0.20979172
Q96SL1;0,0610977;0.003272474
Q96SL4;0,9915282;0.7279138
Q96SL8;0,008566938;0.001414621
Q96SN8;0,010759276;0.000903938
Q96ST2;2,2629744;0.10425405
Q96ST3;0,694714;0.0721286
Q96SU4;1,1823049;1.3362853
Q96SW2;0,16535698;0.012144732
Q96SY0;0,18600318;0.06508326
Q96SZ5;0,1370793;0.07545941
Q96SZ6;2,0892956;0.3915818
Q96T21;0,015175252;0.0013546538
Q96T23;0,5653611;0.0798912
Q96T37;3,808575;0.15303693
Q96T51;0,58636977;0.15424873
Q96T52;0,07803284;0.06761876
Q96T58;0,04428707;0.005440586
Q96T60;0,171464;0.01724572
Q96T66;0;0
Q96T76;2,5124165;0.30683315
Q96T83;0;0
Q96T88;0,4029984;0.10198986
Q96TA1;1,336074;0.2317938
Q96TA2;3,119046;0.660738
Q96TC7;4,718982;0.3392314
Q99417;0,3247829;0.05160864
Q99418;0,2441022;0.05646184
Q99424;1,283839;0.02432122
Q99426;2,114532;0.4288846
Q99436;8,16435;0.01424592
Q99439;2,574842;1.08505
Q99442;0,8298571;0.1470841
Q99447;15,922076;0.2942624
Q99459;3,838008;0.2436787
Q99460;8,48418;0.228512
Q99470;1,791688;0.1152155
Q99471;21,913665;1.5398796
Q99487;0,0458595;0.007326394
Q99489;0,36632468;0.02010804
Q99496;0,2438567;0.02970792
Q99497;27,03267;1.083887
Q99504;0,0433469;0.00857912
Q99519;3,994565;1.269538
Q99523;1,7103446;0.2123076
Q99536;12,05341;1.553446
Q99538;0,7684821;0.09841656
Q99541;9,143158;0.5357254
Q99543;0,370885;0.0311743
Q99547;0,7487725;0.2375897
Q99549;0,13917294;0.06185826
Q99551;0,06952751;0.02382861
Q99567;1,041524;0.02785408
Q99569;0,4671328;0.09209948
Q99570;0,05764772;0.002306904
Q99571;0;0
Q99574;0,01414217;0.0009891256
Q99575;0,204861;0.04251144
Q99576;0,06221856;0.05395574
Q99584;4,966963;0.4375323
Q99590;0,4140424;0.04324516
Q99594;0,1350663;0.01806314
Q99595;0,1638525;0.05956881
Q99598;2,587754;0.157506
Q99607;0,37283;0.03870157
Q99611;0,08193466;0.02550974
Q99613;2,861657;0.06217828
Q99614;0,3110184;0.1422081
Q99615;2,430342;0.208144
Q99618;0,1266465;0.04130779
Q99622;0,0782233;0.06810318
Q99623;81,0573;6.204782
Q99624;2,020388;0.3276683
Q99627;1,1212356;0.14809736
Q99633;0,09594266;0.03973448
Q99638;0;0
Q99643;3,3510116;1.7487696
Q99653;0,7392857;0.2431271
Q99661;0,07149856;0.01115218
Q99666;0,011447058;0.008936598
Q99674;0,019431255;0.03365592
Q99683;0;0
Q99685;0;0
Q99698;0,27743928;0.015212751
Q99700;0,8593926;0.026218629
Q99707;0,02199166;0.0007588877
Q99714;35,23854;3.10936
Q99717;0,1856446;0.05010989
Q99720;13,1793;0.991059
Q99729;42,28784;4.774728
Q99733;6,708669;0.5695742
Q99735;27,87102;5.036124
Q99747;1,013147;0.07322485
Q99755;0,1449702;0.1276192
Q99757;3,558464;0.4291262
Q99766;3,483771;0.682386
Q99767;0;0
Q99797;0,5177229;0.049066
Q99798;11,83733;0.4986488
Q99805;0,714638;0.1219597
Q99807;1,4022612;0.4070892
Q99808;0,9371546;0.2298131
Q99816;0,903801;0.14808974
Q99828;0,07598886;0.1316166
Q99829;3,50418;0.5155243
Q99832;92,80044;3.9321156
Q99836;0,426275;0.0722489
Q99848;2,527797;0.6928908
Q99856;2,633914;0.2004203
Q99871;0;0
Q99873;16,681796;1.0738528
Q99877;0;0
Q99878;499,5168;9.595092
Q99879;0;0
Q99880;0,09403158;0.00561784
Q99933;0,4864;0.14483508
Q99942;0,2255471;0.02043235
Q99943;0,7552886;0.1099626
Q99952;0;0
Q99956;3,584555;0.4405391
Q99959;4,034844;0.0857332
Q99961;2,869794;1.1865932
Q99969;0;0
Q99986;0,7433356;0.01238011
Q99988;0,3454479;0.1372157
Q99996;0,31945872;0.07126398
Q9BPW8;10,90054;0.4179485
Q9BPX1;0;0
Q9BPX3;0,3904332;0.06845702
Q9BPX5;2,385077;0.5697557
Q9BPX6;3,151069;0.42730625
Q9BPX7;0;0
Q9BPY3;0,06615048;0.006141184
Q9BPZ7;0;0
Q9BQ04;0,05372081;0.0465236
Q9BQ15;0;0
Q9BQ24;0,1125231;0.0547803
Q9BQ39;0,4420539;0.01606815
Q9BQ48;0,7298355;0.2426161
Q9BQ49;1,228316;0.08019988
Q9BQ52;1,1029144;0.28614468
Q9BQ61;3,918704;0.115657
Q9BQ67;0,2018818;0.04516377
Q9BQ69;0,6679276;0.1122
Q9BQ70;0,05693299;0.02300024
Q9BQ75;0,2771626;0.09682991
Q9BQ87;0;0
Q9BQ95;0,6686096;0.17180724
Q9BQA1;2,045014;0.1571668
Q9BQA9;0,251416;0.07098108
Q9BQB6;0;0
Q9BQC6;1,591558;0.4219559
Q9BQD3;0;0
Q9BQD7;0,008952746;0.01550661
Q9BQE3;0,04216571;0.03741726
Q9BQE4;0,1537794;0.1333496
Q9BQE5;1,4979;0.08305769
Q9BQE9;0;0
Q9BQF6;0,0682341;0.002537778
Q9BQG0;5,467872;1.0236602
Q9BQG2;0;0
Q9BQK8;0;0
Q9BQL6;0,20319867;0.07915152
Q9BQP7;3,357827;0.2089436
Q9BQP9;2,218062;0.1807761
Q9BQQ3;0,26874402;0.025888002
Q9BQQ7;0;0
Q9BQS8;0,6488961;0.007562388
Q9BQT8;0,03685386;0.02180947
Q9BQT9;0,03429192;0.00270835
Q9BR76;1,741871;0.08856802
Q9BRA0;0;0
Q9BRA2;3,502029;0.3292495
Q9BRB3;0;0
Q9BRD0;0,3502168;0.04444478
Q9BRF8;16,568182;0.7147104
Q9BRG1;1,00273;0.3537162
Q9BRJ2;6,115649;0.3661185
Q9BRJ6;3,860249;0.4476276
Q9BRJ7;1,2141404;0.351172
Q9BRK3;0,3386852;0.11019818
Q9BRK4;0;0
Q9BRK5;29,660592;0.6857598
Q9BRL6;0,3291228;0.013931066
Q9BRN9;0;0
Q9BRP1;0,03438248;0.002580103
Q9BRP4;0,23314479;0.10600209
Q9BRP8;4,760246;0.2185634
Q9BRQ0;0,02592256;0.02290605
Q9BRQ5;0;0
Q9BRQ6;4,443242;0.1347858
Q9BRQ8;5,323662;0.14666212
Q9BRR6;3,1612085;0.3660704
Q9BRR8;0,009963369;0.002918827
Q9BRR9;0;0
Q9BRS2;0,01508164;0.01684348
Q9BRT2;3,94738;0.2095736
Q9BRT3;0,1399108;0.09698547
Q9BRT6;1,236683;0.07093586
Q9BRT8;0,5775408;0.05347572
Q9BRT9;0,3276232;0.0273404
Q9BRU9;0,13317822;0.15998832
Q9BRV8;2,611954;0.394219
Q9BRX2;0,2258115;0.05318527
Q9BRX5;0,9453824;0.09186
Q9BRX8;33,30204;2.140182
Q9BRX9;0;0
Q9BRZ2;0,26979642;0.006053121
Q9BS18;0;0
Q9BS26;3,58518;0.1654382
Q9BS40;0;0
Q9BS91;0;0
Q9BSA9;0;0
Q9BSB4;0;0
Q9BSC4;4,707568;0.6678896
Q9BSD7;2,041166;0.713054
Q9BSE4;0,0102965;0.01055355
Q9BSE5;17,10134;1.310773
Q9BSF0;0;0
Q9BSF4;0,3155969;0.007639048
Q9BSG0;0;0
Q9BSH4;1,530333;0.1391579
Q9BSH5;0,2040313;0.07087012
Q9BSI4;0,03366504;0.029870886
Q9BSJ2;0,4543794;0.04865529
Q9BSJ5;0,22064544;0.03437733
Q9BSJ8;5,41918884;0.15454448
Q9BSK2;0,2647498;0.04978259
Q9BSL1;0,04486119;0.0133256
Q9BSR8;1,112395;0.1098734
Q9BST9;0,2997308;0.03770998
Q9BSU1;0;0
Q9BSU3;1,024505;0.1546536
Q9BSV6;0,1104482;0.01085892
Q9BSY4;0,6314753;0.2418312
Q9BSY9;0,02453062;0.02179602
Q9BT09;1,714198;0.3278947
Q9BT17;0,787034;0.08607134
Q9BT22;1,181361;0.1228909
Q9BT23;0;0
Q9BT30;0,1857062;0.04325647
Q9BT40;0;0
Q9BT49;0;0
Q9BT67;0;0
Q9BT73;0,4697923;0.04206213
Q9BT78;4,161658;1.1865034
Q9BTA9;0,4643688;0.08677148
Q9BTC0;1,2605524;0.108533
Q9BTC8;0,6753664;0.05935394
Q9BTD8;4,025156;0.5359184
Q9BTE1;1,5184954;0.685331
Q9BTE3;0,12251769;0.09128301
Q9BTE6;0,11729124;0.014818161
Q9BTE7;0,242303;0.1203702
Q9BTK6;0,03486088;0.003063734
Q9BTL3;0;0
Q9BTL4;0;0
Q9BTM1;999,0336;19.190184
Q9BTM9;0;0
Q9BTT0;5,591224;1.6692924
Q9BTT4;0;0
Q9BTT6;0,4278452;0.03830652
Q9BTU6;0,1594081;0.0157031
Q9BTV4;2,719527;0.1939021
Q9BTV7;0,01096378;0.004097926
Q9BTW9;0,96504;0.1516164
Q9BTX1;1,7061812;0.08190748
Q9BTX3;0;0
Q9BTX7;0;0
Q9BTY2;0,706186;0.06057186
Q9BTY7;0,02378011;0.01229903
Q9BTZ2;12,699169;1.30206194
Q9BU02;0,02947103;0.02572771
Q9BU23;3,184086;0.5486667
Q9BU61;2,0559083;0.94699631
Q9BU76;1,57802;0.0795638
Q9BU89;0;0
Q9BUB5;0;0
Q9BUB7;2,523206;0.800021
Q9BUE0;0,1806957;0.1596307
Q9BUE6;0,3425254;0.04944138
Q9BUF5;0,007847204;0.006929759
Q9BUF7;0,2019418;0.01347144
Q9BUH6;1,3473002;0.04958922
Q9BUI4;0,4546673;0.0231738
Q9BUJ0;0,005876701;0.01017875
Q9BUJ2;5,4775526;0.38963808
Q9BUK0;0;0
Q9BUK6;0,22603068;0.19575546
Q9BUL5;0,3342912;0.013625612
Q9BUL8;1,935911;0.03977245
Q9BUM1;0,2247115;0.03040289
Q9BUN8;2,018552;0.4664126
Q9BUP0;0,628709;0.1174706
Q9BUP3;0;0
Q9BUQ8;1,404807;0.1131724
Q9BUR4;0,03506539;0.01037878
Q9BUR5;0,6037244;0.00802147
Q9BUT1;2,89859;1.0824226
Q9BUT9;0,731226;0.07064948
Q9BUV8;9,205628;2.1666396
Q9BUZ4;0,04483996;0.00639794
Q9BV10;0;0
Q9BV19;0,10646;0.02166115
Q9BV20;0,8795804;0.4766614
Q9BV23;0,1681138;0.03247591
Q9BV29;0,28027749;0.024339087
Q9BV35;0;0
Q9BV36;0;0
Q9BV38;1,777182;0.08608011
Q9BV40;9,578861;0.5619149
Q9BV44;0,008476944;0.0146825
Q9BV57;9,885046;1.1831158
Q9BV68;0,14738282;0.2552746
Q9BV79;0,12027414;0.10529532
Q9BV81;0,4951342;0.3737046
Q9BV86;0,2955766;0.03530624
Q9BV94;0,3049734;0.0670427
Q9BVA0;0,03162782;0.005043012
Q9BVA1;1,386154;0.3786255
Q9BVC4;0,6951654;0.11671467
Q9BVC5;0,5361927;0.04524785
Q9BVC6;1,633468;0.1419038
Q9BVG4;1,490414;0.09441181
Q9BVG8;1,4449252;0.2283772
Q9BVG9;0,1038819;0.03548661
Q9BVI0;0,02818742;0.007547082
Q9BVI4;1,282546;0.1238613
Q9BVJ6;5,616417;0.27308661
Q9BVJ7;0;0
Q9BVK2;0,3338932;0.010591194
Q9BVK6;15,98824;2.738871
Q9BVL2;1,4133009;0.26830179
Q9BVL4;0;0
Q9BVM2;0,02882638;0.004038263
Q9BVM4;0;0
Q9BVP2;5,311262;0.9970556
Q9BVQ7;0,15233886;0.14862003
Q9BVS4;0,01597213;0.02766454
Q9BVS5;0,09791749;0.02292356
Q9BVT8;0,6736269;0.1112557
Q9BVV7;0,6184358;0.06936027
Q9BVW5;0;0
Q9BW19;0,1524862;0.03314475
Q9BW27;1,334462;0.03282014
Q9BW30;0;0
Q9BW60;3,758906;0.5988516
Q9BW61;1,341408;0.0842551
Q9BW62;0;0
Q9BW66;0;0
Q9BW71;0,25092393;0.02953326
Q9BW72;8,184966;2.854702
Q9BW83;0;0
Q9BW85;0,16747;0.01554112
Q9BW91;0,6259306;0.08954062
Q9BW92;0,9358358;0.01883127
Q9BWC9;0;0
Q9BWD1;38,13766;1.015651
Q9BWE0;0,1692668;0.01796259
Q9BWF3;10,964932;1.1253048
Q9BWG4;0;0
Q9BWH2;1,087172;0.2488356
Q9BWH6;0,04444962;0.03292608
Q9BWJ5;8,94397;1.600024
Q9BWL3;0;0
Q9BWM7;2,977414;0.0493691
Q9BWN1;0,03850701;0.01318672
Q9BWP8;0;0
Q9BWQ6;0,08454172;0.07562942
Q9BWS9;0,348351;0.1079268
Q9BWU0;0,4167946;0.02118698
Q9BWW4;0;0
Q9BWW8;0;0
Q9BX40;1,1359779;0.3137949
Q9BX51;1,837135;0.0855241
Q9BX59;0,04122009;0.01201265
Q9BX66;0,66523485;0.180180457
Q9BX68;5,170083;0.4391069
Q9BX70;0;0
Q9BX93;0,3905463;0.06564599
Q9BX95;0,1961671;0.04486984
Q9BXB1;0,01237072;0.006956447
Q9BXB4;0,2415776;0.05277806
Q9BXB5;0,4831552;0.10555612
Q9BXD5;0;0
Q9BXH1;0,8916762;0.18500254
Q9BXI6;0;0
Q9BXJ7;0,08901609;0.03977294
Q9BXJ8;1,6617546;0.2015578
Q9BXJ9;2,275314;1.4803902
Q9BXK5;0,2277496;0.0507999
Q9BXL6;0;0
Q9BXL8;0;0
Q9BXN1;0;0
Q9BXP2;0,4177588;0.06416732
Q9BXP5;17,57043;1.3260775
Q9BXR0;0,8865445;0.1308408
Q9BXS1;4,941865;0.1746607
Q9BXS4;0,151;0.01420988
Q9BXS5;4,64525;0.04938846
Q9BXS6;1,5943326;0.0693543
Q9BXS9;0,8134719;0.27011424
Q9BXU7;0;0
Q9BXV9;0;0
Q9BXW6;0;0
Q9BXW7;0;0
Q9BXW9;0,14223576;0.04024664
Q9BXY0;0,7140227;0.09192926
Q9BY32;3,106215;0.11415411
Q9BY42;0,3896872;0.08461143
Q9BY43;0,8949112;0.1408542
Q9BY44;8,19602;0.347569
Q9BY49;23,1631;3.85456
Q9BY50;2,229446;0.1740639
Q9BY64;0;0
Q9BY67;3,515988;0.4517056
Q9BY77;9,30992;0.257234
Q9BY89;0,03509252;0.014672788
Q9BYC8;1,66128;0.2333135
Q9BYC9;2,69953;0.3046083
Q9BYD1;2,938624;0.06845142
Q9BYD2;2,322413;0.3621126
Q9BYD3;5,707924;0.8991444
Q9BYD6;6,111555;0.4111296
Q9BYE4;0;0
Q9BYE7;0;0
Q9BYE9;0;0
Q9BYG3;3,998447;0.8129992
Q9BYI3;0;0
Q9BYJ9;0,6837769;0.078014595
Q9BYK8;0,05902227;0.00647664
Q9BYM8;0,1441129;0.09191342
Q9BYN0;0,7388736;0.03506204
Q9BYN8;4,126557;0.2231677
Q9BYP7;0,05507268;0.04873732
Q9BYT8;1,015164;0.02222416
Q9BYV1;0,001468349;0.002543256
Q9BYV7;0;0
Q9BYV8;0,037824976;0.06551476
Q9BYW2;0,025112367;0.007079763
Q9BYX2;0,54819318;0.03862635
Q9BYX4;0,001692639;0.002931737
Q9BYZ2;79,07905;0.7199312
Q9BZ23;0,2226164;0.020238752
Q9BZ29;0,2232877;0.08332135
Q9BZ67;0,015886748;0.02751666
Q9BZ95;0,07475024;0.04944544
Q9BZA5;0,3722063;0.1929324
Q9BZC7;0;0
Q9BZE1;5,118783;0.4953638
Q9BZE2;0,01000365;0.008695203
Q9BZE4;5,407257;0.274141
Q9BZE9;4,396656;0.18801416
Q9BZF1;1,1686524;0.18924333
Q9BZF3;0;0
Q9BZF9;0,01048744;0.00973869
Q9BZG8;0,10264554;0.011512566
Q9BZH6;0,1175227;0.01460156
Q9BZI7;0,10997632;0.09401868
Q9BZJ0;1,9396803;0.23128173
Q9BZJ3;0;0
Q9BZK3;1,081205;0.06564809
Q9BZK7;0,4576028;0.03196458
Q9BZL1;3,83235;0.6727734
Q9BZL4;0,22131596;0.19380816
Q9BZL6;0;0
Q9BZM1;0;0
Q9BZQ6;0,03102966;0.01696677
Q9BZQ8;0;0
Q9BZV1;0;0
Q9BZV2;0,03957024;0.03426956
Q9BZW4;0;0
Q9BZZ2;0;0
Q9BZZ5;8,37547903;1.3045573452
Q9C002;0;0
Q9C004;0,908017;0.3563144
Q9C005;9,238919;6.732697
Q9C010;16,60657;1.068392
Q9C019;0,1593496;0.01035581
Q9C035;0,17072646;0.29570688
Q9C037;0,12608454;0.00343533
Q9C040;0;0
Q9C075;0,2012154;0.02737092
Q9C086;0,002563548;0.004440195
Q9C0A0;303,7738;11.041126
Q9C0B0;0;0
Q9C0B1;4,53962;0.04794444
Q9C0B5;0,314996;0.03947988
Q9C0B7;0;0
Q9C0B9;0;0
Q9C0C2;0,06196084;0.004158598
Q9C0C7;0,05666145;0.011515685
Q9C0C9;0,1172183;0.03269651
Q9C0D3;0,00552797;0.009574726
Q9C0D9;0,4783911;0.03988966
Q9C0E2;0,1241662;0.04368066
Q9C0E8;4,993839;0.6728382
Q9C0F1;0;0
Q9C0G0;0;0
Q9C0H2;0,2068742;0.0389009
Q9C0H9;0,12244676;0.09988156
Q9C0I1;0,6050367;0.012284808
Q9C0J8;1,9367184;0.23886912
Q9C0K3;2,981127;0.529902
Q9C0K7;0;0
Q9GIY3;0;0
Q9GZL7;7,343242;0.4196134
Q9GZM3;2,088268;0.3861376
Q9GZM5;1,148647;0.2318325
Q9GZM7;0;0
Q9GZN1;0;0
Q9GZN7;0,03390174;0.03157415
Q9GZN8;1,9111558;0.6493152
Q9GZP4;0;0
Q9GZP9;0,9799501;0.2107281
Q9GZQ3;0;0
Q9GZR2;0,313207;0.0916449
Q9GZR7;0,5253823;0.09157037
Q9GZS1;2,61664;0.2208996
Q9GZS3;2,351621;0.1348982
Q9GZS9;10,06176;1.6871324
Q9GZT3;33,04574;2.528543
Q9GZT4;0;0
Q9GZT6;1,460476;0.2710194
Q9GZT8;0,5769216;0.04870419
Q9GZT9;0,4086414;0.05392905
Q9GZU2;3,3700352;0.4529372
Q9GZU7;1,5733946;0.11842804
Q9GZU8;0,7164733;0.4978565
Q9GZV4;0;0
Q9GZY4;0,3487227;0.1181315
Q9GZY8;2,73569555;0.858315997
Q9GZZ1;5,84178;0.8052302
Q9GZZ8;0;0
Q9GZZ9;1,08317;0.0438099
Q9H000;0,04022751;0.005616121
Q9H008;0,3250046;0.03545064
Q9H019;0,6583887;0.09172548
Q9H061;2,181344;0.2865785
Q9H063;0,04060491;0.003417023
Q9H074;0,582073;0.2710932
Q9H078;3,8748892;0.829412
Q9H081;0;0
Q9H082;0,8621186;0.02617664
Q9H089;0,1273745;0.04250129
Q9H098;0,206138;0.0811019
Q9H0A0;3,167406;0.3078704
Q9H0A8;0,6692676;0.0736663
Q9H0A9;0,3432336;0.594498
Q9H0B6;0,699127;0.018324836
Q9H0B8;0;0
Q9H0C5;0;0
Q9H0C8;0,5215864;0.2213536
Q9H0D6;4,162278;0.11513766
Q9H0E2;3,760845;3.200339
Q9H0E3;0,7517904;0.05391603
Q9H0E9;0,25218632;0.022688148
Q9H0F6;0,04842578;0.05840458
Q9H0G5;0,008587717;0.008395945
Q9H0H0;0,02954583;0.005256296
Q9H0H5;0,09011503;0.01079033
Q9H0I9;22,81689;1.454214
Q9H0J9;0,01597841;0.01044755
Q9H0K1;0;0
Q9H0L4;0,331969;0.06770149
Q9H0M0;0,011702769;0.010437603
Q9H0N5;0,4354194;0.02231594
Q9H0P0;1,1978175;0.11047449
Q9H0Q0;0,9496148;0.01783155
Q9H0R1;0;0
Q9H0R3;0,3629282;0.04504634
Q9H0R4;0,2506559;0.02464981
Q9H0R6;0,6670528;0.2670458
Q9H0R8;0;0
Q9H0S4;4,870172;0.2734592
Q9H0T7;1,559408;0.1083125
Q9H0U3;2,615348;0.08950276
Q9H0U4;14,99527;2.61607
Q9H0U6;1,410336;0.075782
Q9H0U9;0,02298969;0.01991854
Q9H0V1;0,005943585;0.01029459
Q9H0V9;2,47113;0.210043
Q9H0W8;0,12353824;0.03555742
Q9H0W9;4,623897;1.2430656
Q9H0X4;0,2977756;0.07201872
Q9H115;0;0
Q9H116;0;0
Q9H147;0,02222195;0.01028648
Q9H160;0,1186861;0.01173841
Q9H173;0,03064163;0.0008225092
Q9H190;0;0
Q9H1A3;0,2457512;0.06886032
Q9H1A4;0,1852593;0.01219056
Q9H1A7;1,044134;0.1930688
Q9H1B5;0,0444321;0.00892206
Q9H1B7;0,4111305;0.05310414
Q9H1C4;0;0
Q9H1C7;0,3982381;0.0812771
Q9H1D9;0,01477626;0.02149632
Q9H1E1;0;0
Q9H1E3;4,711368;0.2100738
Q9H1E5;0,9049434;0.06363524
Q9H1H9;0,04299092;0.013369408
Q9H1I8;0,2250243;0.05682873
Q9H1J1;0,08308947;0.03278817
Q9H1K0;0;0
Q9H1K1;5,906662;0.2928624
Q9H1K4;0;0
Q9H1N7;0;0
Q9H1P3;0,19042442;0.02391548
Q9H1X3;0,5922622;0.15958848
Q9H1Y0;0,19660096;0.05941468
Q9H1Z4;0,1291192;0.1118266
Q9H204;0,2600789;0.02779477
Q9H221;0;0
Q9H222;0;0
Q9H223;0,1937687;0.05980976
Q9H227;0;0
Q9H254;0,008981625;0.01555663
Q9H267;0,3210979;0.03744405
Q9H269;0,10631052;0.03495254
Q9H270;0,0758994;0.01354157
Q9H299;4,682056;0.7037528
Q9H2A2;0,07628236;0.06665048
Q9H2A7;0,03036492;0.02639282
Q9H2B4;0,18609254;0.0242519
Q9H2C0;0,0298144;0.006278432
Q9H2C2;0;0
Q9H2D1;0;0
Q9H2D6;0,04013025;0.012140166
Q9H2F3;1,0041376;0.15989798
Q9H2F5;0,015775119;0.006519618
Q9H2G2;0,442005;0.02496112
Q9H2G9;0,03237532;0.02837753
Q9H2H8;3,355298;1.1206082
Q9H2H9;0,3117483;0.02389248
Q9H2I8;0;0
Q9H2J4;0,2190784;0.06942894
Q9H2K0;0,3320502;0.1148607
Q9H2K8;0,164742;0.02319822
Q9H2M3;0;0
Q9H2M9;1,0092294;0.0968114
Q9H2P0;0,6303533;0.09207934
Q9H2P9;1,2707376;0.8610588
Q9H2S1;0;0
Q9H2U1;0,4610586;0.10140642
Q9H2U2;8,806505;2.139134
Q9H2V7;1,4265745;0.7449395
Q9H2W2;0,07044775;0.02858681
Q9H2W6;3,511576;0.694105
Q9H2X3;0;0
Q9H2Y7;0,006019117;0.002421519
Q9H300;1,4621776;0.313383
Q9H305;0;0
Q9H307;13,119332;1.1138302
Q9H329;0,002772758;0.00248746
Q9H330;3,485076;0.14471584
Q9H334;0;0
Q9H361;11,16625;1.696153
Q9H3G5;2,725231;0.03995726
Q9H3H1;0,022972796;0.019920804
Q9H3H3;1,0610094;0.4094853
Q9H3H5;0,3131847;0.1119834
Q9H3H9;0,03372643;0.007402355
Q9H3K2;2,018062;0.1261128
Q9H3K6;11,764028;6.62685
Q9H3L0;0;0
Q9H3N1;8,573062;0.4538023
Q9H3P2;2,546028;0.4229397
Q9H3P7;2,83243;0.135329
Q9H3Q1;0,1647465;0.05781081
Q9H3Q3;0,01659215;0.007215573
Q9H3R5;0,06732907;0.04675336
Q9H3S4;0;0
Q9H3S5;0;0
Q9H3S7;0,1093775;0.03623931
Q9H3T3;0,07553464;0.008903109
Q9H3U1;1,6537806;0.13027176
Q9H3U5;0,34213508;0.12891848
Q9H3Y6;0;0
Q9H3Y8;0,13783098;0.02791538
Q9H3Z4;3,2018912;0.06290022
Q9H400;0,3367062;0.057539
Q9H410;0,15397424;0.039895904
Q9H425;0,288258;0.1222617
Q9H444;1,966713;0.1789675
Q9H446;0;0
Q9H469;0;0
Q9H477;0,1269671;0.01067307
Q9H479;3,345386;0.06149542
Q9H488;4,126076;0.7357808
Q9H490;0,9256974;0.09014828
Q9H4A3;0,40279385;0.017728895
Q9H4A4;0,9375197;0.1306402
Q9H4A5;0,06308918;0.006949684
Q9H4A6;2,43547;0.1409118
Q9H4B0;0,16145028;0.021936318
Q9H4B7;0,05431561;0.04716015
Q9H4E5;24,02064;0.10730208
Q9H4F8;0,07128826;0.008556738
Q9H4G0;0,22655604;0.09346132
Q9H4G4;0;0
Q9H4I0;0,6487003;0.05085886
Q9H4I2;0;0
Q9H4I3;0,5436294;0.2276244
Q9H4K7;0,3259594;0.2900554
Q9H4L4;0,4246436;0.06507773
Q9H4L5;0,28485728;0.11979168
Q9H4L7;0,2213364;0.017065413
Q9H4M7;0;0
Q9H4M9;2,71092;0.2443426
Q9H4Z3;0,04920378;0.02221969
Q9H501;0,8955074;0.03756342
Q9H553;3,836316;0.12944298
Q9H582;0,05697234;0.018398019
Q9H583;1,496139;0.1683388
Q9H5H4;0,01866029;0.004294655
Q9H5J4;0,0174099;0.006016128
Q9H5K3;0,05028401;0.003830055
Q9H5L6;0,002163115;0.003746626
Q9H5N1;0,988273;0.2425644
Q9H5Q4;1,488128;0.01923141
Q9H5V9;0,7762485;0.0603039
Q9H5X1;0;0
Q9H5Z1;0,06207549;0.01163725
Q9H633;0;0
Q9H649;0,3236851;0.05326428
Q9H668;0;0
Q9H6A0;0;0
Q9H6A9;0;0
Q9H6D7;0,04338824;0.07515064
Q9H6E4;3,362741;0.6212383
Q9H6E5;0,001321919;0.002289631
Q9H6F5;3,316726;0.1875995
Q9H6H4;4,278052;5.976394
Q9H6K1;0,018397736;0.03186582
Q9H6K4;1,0590086;0.9184368
Q9H6L5;0;0
Q9H6Q4;0,19921641;0.03798879
Q9H6R0;0,307102;0.0859676
Q9H6R3;17,349986;2.201476
Q9H6R4;3,156012;0.407832
Q9H6R6;0;0
Q9H6S0;0,04483049;0.01147744
Q9H6S3;1,523409;0.04812629
Q9H6T0;0,12655056;0.05279084
Q9H6T3;0,7322322;0.17555955
Q9H6U6;0,0751431;0.0663858
Q9H6U8;2,2718064;0.09581428
Q9H6V9;1,1567264;0.02359078
Q9H6W3;0,5297822;0.03052252
Q9H6X4;0;0
Q9H6Y2;0,2088302;0.13946862
Q9H6Y5;0;0
Q9H6Y7;0;0
Q9H6Z4;2,6010981;0.14923041
Q9H773;2,749022;0.6094135
Q9H777;0;0
Q9H788;0,17771478;0.06614102
Q9H7B2;2,289147;0.5208461
Q9H7B4;0,08104902;0.004253136
Q9H7C9;0,5497047;0.3494478
Q9H7D0;0,0554439;0.007864308
Q9H7D7;0,6276224;0.07133632
Q9H7E2;0;0
Q9H7E9;0,16339008;0.1038039
Q9H7F0;0,0477728;0.05207838
Q9H7H0;2,0294859;0.07364937
Q9H7J1;0,06822624;0.01408383
Q9H7L9;0,2266652;0.02500261
Q9H7N4;0,04117284;0.006444145
Q9H7P6;0,15758422;0.14492524
Q9H7X0;0,046154095;0.04304979
Q9H7X2;0,120148;0.04331279
Q9H7Z3;0,007518547;0.0004497162
Q9H7Z6;0,355802;0.0416312
