"Protein"	"NCI60_MCF7_iBAQ"
"IPI00024413"	0
"IPI00024417;IPI00795647"	70717
"IPI00024462;IPI00607764;IPI00642644"	1576100
"IPI00024466;IPI00619903;IPI00927111;IPI00917513;IPI00916187"	4446200
"IPI00024467;IPI00844263;IPI00552877;IPI00514350;IPI00844100"	0
"IPI00024496;IPI00939760;IPI00902805;IPI00215795;IPI00215796;IPI00749403"	0
"IPI00024502;IPI00744359;IPI00878595;IPI00477826;IPI00100369;IPI00657817"	1267700
"IPI00024523;IPI00556073;IPI00098523;IPI00926867;IPI00927277;IPI00908622;IPI00910456;IPI00926644;IPI00925657;IPI00909891;IPI00925863;IPI00926246;IPI00926057;IPI00103326"	1016600
"IPI00024524;IPI00915874"	84011
"IPI00024539"	0
"IPI00925205;IPI00024540;IPI00398828;IPI00922456;IPI00435916;IPI00878250;IPI00893721;IPI00894363"	207100
"IPI00024551;IPI00793489;IPI00795993;IPI00791879;IPI00791140"	2676600
"IPI00910443;IPI00024567;IPI00908955;IPI00908500;IPI00645965;IPI00909733"	0
"IPI00024579;IPI00878498;IPI00925575"	0
"IPI00024580;IPI00792499;IPI00945529;IPI00789136;IPI00945717"	234700
"IPI00024584;IPI00902458"	0
"IPI00024617;IPI00646309;IPI00887617"	0
"IPI00024618;IPI00910667"	293000
"IPI00024619"	1252600
"IPI00024620;IPI00794848;IPI00791152;IPI00790965;IPI00789193;IPI00795558"	1409000
"IPI00024623"	615280
"IPI00024642;IPI00743775"	12307000
"IPI00024644;IPI00477213;IPI00645291;IPI00477601;IPI00922206"	0
"IPI00024650"	0
"IPI00024658;IPI00647752"	31431
"IPI00386516;IPI00939709;IPI00024660;IPI00643007;IPI00420088;IPI00908693;IPI00909013"	0
"IPI00024661;IPI00909486"	3161600
"IPI00024662"	3041700
"IPI00024670;IPI00922290;IPI00922887;IPI00852934;IPI00922823"	99055000
"IPI00024674;IPI00942214;IPI00794157"	0
"IPI00024684;IPI00790233"	0
"IPI00024685;IPI00219001;IPI00640429;IPI00924694"	0
"IPI00024698;IPI00654698;IPI00954553;IPI00030216;IPI00644888;IPI00386483;IPI00607824;IPI00641377;IPI00386509;IPI00607789;IPI00654565"	2001400
"IPI00024705;IPI00401971"	1023900
"IPI00024706;IPI00873558;IPI00167024;IPI00914524"	0
"IPI00024709;IPI00877088;IPI00556516;IPI00656051;IPI00798101;IPI00796308;IPI00789633"	0
"IPI00024719;IPI00651621;IPI00916606;IPI00916759"	2102200
"IPI00908736;IPI00024740;IPI00793837;IPI00377181"	0
"IPI00024741"	0
"IPI00024742;IPI00922704"	2865400
"IPI00024757"	0
"IPI00024766"	0
"IPI00746455;IPI00024773;IPI00952786;IPI00553014;IPI00552839;IPI00418590"	0
"IPI00024775;IPI00909756;IPI00913930"	0
"IPI00024776;IPI00910000"	0
"IPI00024781;IPI00894485;IPI00917901;IPI00794076;IPI00877880;IPI00788713;IPI00916205;IPI00917709;IPI00924857"	8497400
"IPI00024787;IPI00447606"	255920
"IPI00024802"	161120
"IPI00024804;IPI00396118;IPI00872163;IPI00646947"	0
"IPI00024811"	0
"IPI00024816;IPI00031927;IPI00024627;IPI00918012;IPI00915899;IPI00917883;IPI00917411;IPI00917584"	941640
"IPI00024821;IPI00936088;IPI00915790"	796570
"IPI00024871"	205090
"IPI00024911;IPI00654800;IPI00873931"	24768000
"IPI00024913;IPI00793677;IPI00218482;IPI00798025;IPI00794316;IPI00795385"	10217000
"IPI00024915;IPI00375306;IPI00375307"	16886000
"IPI00024919;IPI00374151"	53702000
"IPI00024920"	37338000
"IPI00024925"	0
"IPI00024929;IPI00872369;IPI00908324"	0
"IPI00024933;IPI00816063;IPI00868816"	2035600
"IPI00024934"	940430
"IPI00024971"	170620
"IPI00024973"	0
"IPI00024975;IPI00889513;IPI00479255;IPI00952789;IPI00791497;IPI00794555;IPI00927235;IPI00927441"	29376
"IPI00024976"	14034000
"IPI00024983;IPI00216112;IPI00410134"	195470
"IPI00024990"	2701700
"IPI00024993"	56040000
"IPI00514012;IPI00025001"	0
"IPI00025019"	2766800
"IPI00025039"	539940
"IPI00025049;IPI00796659"	1290000
"IPI00025050;IPI00921958"	0
"IPI00025081;IPI00023552;IPI00789985;IPI00790572;IPI00794484"	0
"IPI00025084;IPI00306986"	3047500
"IPI00025086"	57785000
"IPI00025087;IPI00895905;IPI00375319;IPI00654847;IPI00894418;IPI00796188"	0
"IPI00025091;IPI00748962"	1295400
"IPI00025100;IPI00944561;IPI00444329;IPI00910865;IPI00470386"	981640
"IPI00793649;IPI00952947;IPI00793522;IPI00025110;IPI00798210;IPI00298690"	0
"IPI00025115;IPI00449132;IPI00795479;IPI00911012"	195320
"IPI00025156;IPI00645380"	2947500
"IPI00025158;IPI00619944;IPI00947236;IPI00945370"	0
"IPI00025160;IPI00642338;IPI00943775;IPI00011956"	137620
"IPI00025174;IPI00879475"	0
"IPI00025176"	0
"IPI00025178"	1343800
"IPI00025202;IPI00163516;IPI00442349"	0
"IPI00025239;IPI00946334"	2660500
"IPI00025244;IPI00657874"	450110
"IPI00025252;IPI00790740;IPI00791418"	55072000
"IPI00025273;IPI00218408;IPI00879865;IPI00657864;IPI00657647;IPI00917833;IPI00657700;IPI00657768;IPI00893596;IPI00384624;IPI00916747"	3847400
"IPI00025277;IPI00930510"	20739000
"IPI00025285;IPI00945089;IPI00032147;IPI00944914;IPI00552247;IPI00945265"	5125000
"IPI00025307;IPI00927643;IPI00927800"	0
"IPI00025310;IPI00791663"	426580
"IPI00744780;IPI00025311;IPI00793841;IPI00807587;IPI00908415;IPI00794332;IPI00909461"	0
"IPI00025318"	0
"IPI00025329;IPI00175212"	1660400
"IPI00025340"	0
"IPI00025341;IPI00925346;IPI00925842;IPI00926064;IPI00925592;IPI00926272;IPI00926718;IPI00794146;IPI00926954;IPI00794690"	6541000
"IPI00025344"	6427900
"IPI00025347;IPI00790725;IPI00792804;IPI00794141"	3613400
"IPI00383815;IPI00025363;IPI00443478;IPI00909238"	0
"IPI00025366;IPI00793839;IPI00383539;IPI00796979;IPI00796522"	54242000
"IPI00219896;IPI00025380;IPI00644788;IPI00943220;IPI00909488;IPI00910027"	0
"IPI00025383"	0
"IPI00025394;IPI00927028;IPI00477841;IPI00926099;IPI00479686;IPI00925677;IPI00927223"	0
"IPI00025418;IPI00795118;IPI00794493;IPI00853500"	0
"IPI00025426"	0
"IPI00025442;IPI00646992"	0
"IPI00025461;IPI00152456"	0
"IPI00025463;IPI00909889"	0
"IPI00025464;IPI00872143"	0
"IPI00025476;IPI00939512;IPI00021447;IPI00923515"	0
"IPI00025478;IPI00797479"	0
"IPI00025491;IPI00796657;IPI00794324;IPI00879391;IPI00879131"	72766000
"IPI00025512;IPI00909453;IPI00924436"	266010000
"IPI00025564"	0
"IPI00025616;IPI00925787;IPI00909525;IPI00927870;IPI00927382;IPI00927214;IPI00926735;IPI00925651"	714650
"IPI00514213;IPI00025622;IPI00478463"	0
"IPI00069507;IPI00025647;IPI00794860;IPI00216812;IPI00789774"	63824
"IPI00550627;IPI00025683;IPI00550248;IPI00939900;IPI00549229;IPI00428263;IPI00216765;IPI00332794;IPI00550465"	0
"IPI00909930;IPI00025695;IPI00878645;IPI00879106;IPI00953112;IPI00878959"	0
"IPI00025710;IPI00794421;IPI00793717;IPI00658069;IPI00289348;IPI00926044;IPI00658020;IPI00926259;IPI00016411;IPI00795528"	0
"IPI00025714;IPI00215935;IPI00040874"	0
"IPI00025717;IPI00477773;IPI00927437;IPI00925213"	3570100
"IPI00025718;IPI00929723;IPI00929688"	240870
"IPI00025721;IPI00797970;IPI00797314;IPI00788801"	1035600
"IPI00025729"	302260
"IPI00025753"	0
"IPI00025796"	6696200
"IPI00025803;IPI00220325"	0
"IPI00025804;IPI00644236"	0
"IPI00025809"	0
"IPI00025810"	0
"IPI00025815;IPI00639819;IPI00844544;IPI00868796"	8537700
"IPI00025817;IPI00843804;IPI00514180;IPI00940490;IPI00914637;IPI00910362"	76385
"IPI00025818;IPI00916025"	0
"IPI00025839;IPI00411416;IPI00219056"	0
"IPI00025849;IPI00940656;IPI00449263;IPI00760940;IPI00916115;IPI00018262;IPI00172487"	94696000
"IPI00744889;IPI00025861;IPI00000513;IPI00911003"	5862600
"IPI00025864;IPI00946206;IPI00945517;IPI00946310;IPI00797309"	0
"IPI00025869;IPI00909611"	0
"IPI00025874;IPI00793589;IPI00945851"	17068000
"IPI00025890;IPI00852843;IPI00796935;IPI00797759"	686380
"IPI00025974;IPI00060414"	1691700
"IPI00377128;IPI00412277;IPI00026036;IPI00377129;IPI00795254;IPI00084071"	18844
"IPI00026044;IPI00402109;IPI00909012"	372990
"IPI00026050"	65621
"IPI00026054;IPI00215763;IPI00020904;IPI00288889;IPI00044584;IPI00647477"	0
"IPI00026058;IPI00410061;IPI00410062;IPI00410063;IPI00410064"	4497.7
"IPI00026059;IPI00216858"	0
"IPI00026087;IPI00186338"	43561
"IPI00026089;IPI00917430;IPI00479561;IPI00917674"	3695300
"IPI00026105;IPI00943320;IPI00479934;IPI00909685;IPI00556015;IPI00433347;IPI00479510;IPI00479311"	7290800
"IPI00026108;IPI00909648;IPI00815689"	0
"IPI00026111;IPI00953567;IPI00761107"	12606000
"IPI00026125;IPI00852887"	0
"IPI00026154;IPI00943074;IPI00792916;IPI00829824"	32352000
"IPI00026156;IPI00909846;IPI00908571;IPI00947326;IPI00945402;IPI00947487"	0
"IPI00026157;IPI00909024"	335700
"IPI00026167;IPI00893746;IPI00939140"	13919000
"IPI00026182;IPI00873113;IPI00852796;IPI00908400;IPI00952611;IPI00853571;IPI00879381;IPI00893673"	4128100
"IPI00026185"	0
"IPI00026202;IPI00847774;IPI00872093;IPI00909746;IPI00878506"	0
"IPI00026215"	10283000
"IPI00026216;IPI00455333;IPI00902599;IPI00902662;IPI00902884"	16619000
"IPI00026219"	347610
"IPI00026230;IPI00940955;IPI00923539"	346430
"IPI00909718;IPI00026241"	0
"IPI00026259"	319690
"IPI00026260;IPI00797082"	295900
"IPI00026262;IPI00220356;IPI00941179"	174100
"IPI00026268;IPI00639998;IPI00640462;IPI00640949;IPI00642117;IPI00029143;IPI00386304"	17306000
"IPI00026270;IPI00794541"	0
"IPI00026271"	9890500
"IPI00026272;IPI00031562;IPI00216456"	0
"IPI00026299;IPI00375081;IPI00218128"	0
"IPI00026302;IPI00917298;IPI00848331;IPI00856058;IPI00916315;IPI00915795;IPI00916572;IPI00917675;IPI00479517;IPI00736955;IPI00941688;IPI00878870"	1020100
"IPI00026305;IPI00646832;IPI00873551"	0
"IPI00026317"	43758
"IPI00026320;IPI00741894;IPI00935432"	33601
"IPI00026328"	5173200
"IPI00026358"	1236200
"IPI00026359;IPI00514062;IPI00916547;IPI00844534;IPI00917474;IPI00916672"	0
"IPI00026448;IPI00555826;IPI00917262"	0
"IPI00436632;IPI00026466;IPI00436634"	4400.2
"IPI00879060;IPI00026492;IPI00878588;IPI00879212"	0
"IPI00026496"	5236900
"IPI00026512;IPI00216548;IPI00795864"	256970
"IPI00026513"	787280
"IPI00026516;IPI00307395;IPI00739583"	678740
"IPI00026519;IPI00657779;IPI00552916"	25019000
"IPI00026520;IPI00744287;IPI00945950;IPI00797540;IPI00796433"	208280
"IPI00026530"	2303200
"IPI00026546;IPI00873066"	6323200
"IPI00026555;IPI00514782;IPI00909385;IPI00807637;IPI00903061;IPI00515029"	0
"IPI00026569;IPI00644748;IPI00829792"	0
"IPI00026570;IPI00872879"	19840
"IPI00026602"	0
"IPI00026612;IPI00216507;IPI00915882;IPI00743802;IPI00651725;IPI00935370;IPI00917979;IPI00651767;IPI00916263;IPI00219537"	158630
"IPI00026625;IPI00376609"	3174200
"IPI00026627"	0
"IPI00026637"	0
"IPI00026650;IPI00940199;IPI00739274;IPI00954562"	0
"IPI00026663;IPI00908927;IPI00384967;IPI00909256;IPI00792655;IPI00386733"	0
"IPI00026669;IPI00871480"	2423200
"IPI00026670;IPI00410162;IPI00917694"	24967000
"IPI00026689;IPI00073536"	371450
"IPI00026781"	79226000
"IPI00026813;IPI00845384;IPI00607601;IPI00789666"	0
"IPI00026824"	1834400
"IPI00026829;IPI00215771;IPI00375406;IPI00552707;IPI00908628;IPI00911002"	1012100
"IPI00026833;IPI00641992"	189560
"IPI00922656;IPI00026843"	468470
"IPI00026848"	2968700
"IPI00026850;IPI00902656"	6547900
"IPI00026864"	0
"IPI00026886"	0
"IPI00026928;IPI00922285;IPI00878281;IPI00922940"	0
"IPI00026940;IPI00889717;IPI00893332;IPI00893845;IPI00893191"	0
"IPI00026942;IPI00793890;IPI00386655"	315540
"IPI00026944;IPI00384542;IPI00910585"	0
"IPI00026952"	535600
"IPI00026957;IPI00922785"	0
"IPI00911050;IPI00026958;IPI00221118;IPI00910128;IPI00903185"	2422400
"IPI00026964;IPI00889196"	13404000
"IPI00026965;IPI00375142;IPI00749013;IPI00478393;IPI00939434;IPI00019932"	22130000
"IPI00026969;IPI00473012;IPI00643072;IPI00641133"	612950
"IPI00026970;IPI00878978"	0
"IPI00026991;IPI00792848"	300130
"IPI00026993;IPI00514074;IPI00643504"	0
"IPI00026994;IPI00640188"	1433300
"IPI00027009;IPI00221111;IPI00879955;IPI00877624"	325580
"IPI00027014;IPI00514971;IPI00013654;IPI00385809;IPI00747408"	1494400
"IPI00027028"	0
"IPI00027032;IPI00646978;IPI00513881;IPI00514798;IPI00514267;IPI00644956;IPI00876921"	932360
"IPI00913873;IPI00027034;IPI00913859;IPI00644124;IPI00644693"	8403.4
"IPI00027078;IPI00921861"	178700
"IPI00872685;IPI00027086"	0
"IPI00027096;IPI00874009;IPI00917039"	62555
"IPI00027107"	34936000
"IPI00027120"	0
"IPI00027139;IPI00917471;IPI00917637;IPI00916305;IPI00917132;IPI00916784;IPI00917314;IPI00916959;IPI00916621;IPI00917834;IPI00917527"	0
"IPI00027142;IPI00927698"	1622000
"IPI00794485;IPI00027144"	0
"IPI00027146"	0
"IPI00871353;IPI00027165;IPI00743713;IPI00941093;IPI00909829"	0
"IPI00027166;IPI00788747;IPI00917285"	0
"IPI00027175;IPI00414264;IPI00946099;IPI00925997;IPI00925579"	5662700
"IPI00027178;IPI00908750"	127800
"IPI00027180"	998700
"IPI00027194"	58367
"IPI00027200;IPI00514544"	0
"IPI00027223;IPI00926055;IPI00925000;IPI00925864;IPI00927256;IPI00927373;IPI00924576;IPI00023029"	3517300
"IPI00027228"	0
"IPI00027230;IPI00939289;IPI00556538;IPI00910360"	110890000
"IPI00027232;IPI00940809;IPI00655523"	15039
"IPI00027233;IPI00793065;IPI00797263"	5483600
"IPI00027234"	0
"IPI00027235;IPI00162735;IPI00218460;IPI00940485;IPI00939169"	10718
"IPI00027240;IPI00000060"	0
"IPI00027248;IPI00927820;IPI00927129"	128290
"IPI00027251;IPI00384934"	0
"IPI00027252;IPI00797822"	23889000
"IPI00027253"	100800
"IPI00027255;IPI00909366;IPI00792530"	0
"IPI00027264;IPI00413067;IPI00185574"	97082
"IPI00027269"	0
"IPI00027270;IPI00433834;IPI00789514;IPI00939745;IPI00792420"	240100
"IPI00027280;IPI00217709;IPI00926528;IPI00941371;IPI00925477"	0
"IPI00329512;IPI00844420;IPI00877103;IPI00027285;IPI00395674;IPI00785142;IPI00220360;IPI00384173;IPI00793157"	12624000
"IPI00027286;IPI00218270;IPI00027045"	0
"IPI00027341"	0
"IPI00027342;IPI00922569;IPI00945887;IPI00552929;IPI00922216;IPI00922040;IPI00945601;IPI00946116"	0
"IPI00798153;IPI00027343;IPI00844305;IPI00888538"	0
"IPI00027350"	209850000
"IPI00027378;IPI00396563;IPI00910402"	0
"IPI00789911;IPI00027381;IPI00789398;IPI00953548;IPI00947246"	0
"IPI00909195;IPI00027397;IPI00909743"	2695000
"IPI00027409"	0
"IPI00027412;IPI00743702"	0
"IPI00027415;IPI00784170;IPI00217760;IPI00952925;IPI00922725;IPI00945848;IPI00946744;IPI00749029"	62712
"IPI00216067;IPI00216066;IPI00419934;IPI00027424;IPI00030811;IPI00645564;IPI00945261;IPI00908673;IPI00645091;IPI00945417;IPI00946138;IPI00941334"	0
"IPI00027430;IPI00853215"	0
"IPI00027434;IPI00647268;IPI00552834;IPI00643368;IPI00644425"	1439700
"IPI00027436"	0
"IPI00880170;IPI00027437;IPI00790905"	0
"IPI00027438;IPI00892872;IPI00935169;IPI00894029;IPI00791583;IPI00827631;IPI00941052;IPI00942383;IPI00893347;IPI00894145;IPI00789691;IPI00792079;IPI00893518;IPI00892615;IPI00893481;IPI00607626;IPI00894525;IPI00893081;IPI00892989;IPI00893832;IPI00793401;IPI00892740"	0
"IPI00027442;IPI00910701"	8360900
"IPI00027443;IPI00556365;IPI00909763;IPI00939491;IPI00556541;IPI00789371;IPI00745398"	431880
"IPI00027444"	160220
"IPI00027445;IPI00942264;IPI00941037;IPI00910031;IPI00940266;IPI00908759;IPI00909584;IPI00940811"	571770
"IPI00027448"	566850
"IPI00027452;IPI00383409;IPI00909644"	0
"IPI00027457"	0
"IPI00027462;IPI00939362"	0
"IPI00027463"	266000
"IPI00917487;IPI00027464;IPI00917915;IPI00065432"	0
"IPI00027481;IPI00926798;IPI00792032;IPI00436830;IPI00925744;IPI00925262"	0
"IPI00908416;IPI00027485;IPI00873680;IPI00788723"	4395800
"IPI00027486;IPI00880101"	0
"IPI00027493;IPI00908885"	119260000
"IPI00027497;IPI00908881;IPI00910781;IPI00556013;IPI00410575"	65681000
"IPI00027508;IPI00916618;IPI00915990;IPI00917872;IPI00916430;IPI00917998;IPI00917203;IPI00916257;IPI00916981;IPI00917566"	0
"IPI00027547;IPI00847793"	100040
"IPI00027626;IPI00552590"	8134300
"IPI00027627"	0
"IPI00027681"	0
"IPI00027701;IPI00909944;IPI00794829"	0
"IPI00220303;IPI00027703;IPI00943037"	0
"IPI00027704;IPI00793754;IPI00792711;IPI00795023"	142740
"IPI00027705;IPI00644817"	332520
"IPI00027713;IPI00218334;IPI00433048;IPI00748922;IPI00413378;IPI00375605;IPI00002501;IPI00952957;IPI00014322;IPI00877147;IPI00793405;IPI00332389;IPI00847200;IPI00377146;IPI00337364;IPI00876879;IPI00947290;IPI00927217;IPI00924733;IPI00927413;IPI00925815;IPI00927840;IPI00922143"	379430
"IPI00027717;IPI00789740;IPI00789983;IPI00908627"	362420
"IPI00027725;IPI00941180;IPI00376080;IPI00020978;IPI00942522;IPI00873979;IPI00914557;IPI00914544;IPI00872124;IPI00383774"	0
"IPI00027728;IPI00646503;IPI00930563;IPI00003819"	1161600
"IPI00027745;IPI00219516;IPI00927883;IPI00924795;IPI00924575;IPI00747397;IPI00938207;IPI00930475"	74687
"IPI00027763;IPI00911040"	0
"IPI00027769"	0
"IPI00027770;IPI00945754"	0
"IPI00027773;IPI00944933;IPI00945079"	1757400
"IPI00554589;IPI00027776;IPI00645429;IPI00644434"	877230
"IPI00027778"	31268
"IPI00027780;IPI00895858"	0
"IPI00027788"	0
"IPI00914048;IPI00027794;IPI00940858"	87477
"IPI00027798"	220070
"IPI00027808;IPI00873948;IPI00894355;IPI00894141;IPI00894524;IPI00894248"	642760
"IPI00027809;IPI00872930;IPI00181738;IPI00218862;IPI00748557;IPI00647432"	0
"IPI00027827"	0
"IPI00027830"	0
"IPI00027831;IPI00847896;IPI00909965"	95856
"IPI00027834;IPI00465225;IPI00647473;IPI00940312;IPI00909466"	8461000
"IPI00027887"	1427200
"IPI00027898;IPI00217294"	0
"IPI00027933"	0
"IPI00027973;IPI00952792;IPI00386254;IPI00946887;IPI00006997;IPI00385206;IPI00005013;IPI00788617;IPI00946082;IPI00945164;IPI00945892;IPI00946687;IPI00412511"	0
"IPI00939888;IPI00027981"	0
"IPI00027983"	0
"IPI00027988"	0
"IPI00027993"	1916500
"IPI00027996;IPI00940326"	518290
"IPI00027998"	0
"IPI00028004;IPI00788896;IPI00789577"	3041300
"IPI00028005;IPI00448974"	644090
"IPI00028006;IPI00844375"	3258800
"IPI00433028;IPI00657811;IPI00940707;IPI00028015;IPI00657756;IPI00916339;IPI00788236;IPI00952630;IPI00892779;IPI00893204;IPI00032545;IPI00010137;IPI00892537;IPI00917354;IPI00657684;IPI00797172;IPI00789267"	0
"IPI00793132;IPI00028027"	0
"IPI00028031;IPI00793599;IPI00796120"	1761100
"IPI00028040;IPI00922814;IPI00556443"	0
"IPI00028050;IPI00789634;IPI00793158"	91295
"IPI00028051;IPI00081851;IPI00215972;IPI00953578"	0
"IPI00028055;IPI00911085"	43876000
"IPI00028059;IPI00216241;IPI00180634;IPI00180920;IPI00384017"	0
"IPI00028065;IPI00793968;IPI00947429;IPI00946941;IPI00797459;IPI00944972;IPI00945303;IPI00798394"	0
"IPI00028068;IPI00433339;IPI00793293"	113640
"IPI00028077;IPI00219934;IPI00922567;IPI00514137;IPI00879612;IPI00068752"	130550
"IPI00028083"	93035
"IPI00028091;IPI00908396;IPI00007068;IPI00554433;IPI00642069;IPI00888282;IPI00946655;IPI00936769;IPI00916540;IPI00916399"	8005000
"IPI00028095;IPI00946848"	0
"IPI00028096"	0
"IPI00028098;IPI00815934"	0
"IPI00028099"	0
"IPI00028109;IPI00893184"	14657000
"IPI00028116;IPI00074234"	747430
"IPI00028122;IPI00333317;IPI00643781"	339560
"IPI00028127;IPI00218351;IPI00742887;IPI00884353"	0
"IPI00028152"	0
"IPI00216445;IPI00028159;IPI00911043"	0
"IPI00028160;IPI00219877"	1088000
"IPI00166931;IPI00028177;IPI00155261"	0
"IPI00028195;IPI00216277;IPI00550208;IPI00890691;IPI00549186;IPI00553011;IPI00645884"	0
"IPI00028213;IPI00925624"	0
"IPI00028229"	0
"IPI00028264"	59941
"IPI00028266"	0
"IPI00921422;IPI00028275;IPI00472887;IPI00749072"	1256300
"IPI00028277;IPI00641635;IPI00845477;IPI00845501;IPI00939501;IPI00945698;IPI00945989;IPI00845224"	0
"IPI00028279"	0
"IPI00028296;IPI00927594;IPI00555769;IPI00927354"	0
"IPI00028338;IPI00783666;IPI00894558;IPI00930701"	1108400
"IPI00028357;IPI00935768;IPI00909191"	59123
"IPI00028359;IPI00908431"	0
"IPI00028366"	421390
"IPI00953712;IPI00028369;IPI00785171;IPI00784901;IPI00916121"	130510
"IPI00028376;IPI00927533"	9659500
"IPI00028387;IPI00942981;IPI00375407"	1153700
"IPI00028392;IPI00845438;IPI00953581"	0
"IPI00028412"	2796600
"IPI00028414"	0
"IPI00028415;IPI00215683;IPI00645273"	0
"IPI00028419;IPI00793422;IPI00791679"	663550
"IPI00028438;IPI00413562"	0
"IPI00028448"	0
"IPI00028450;IPI00878240;IPI00216109;IPI00216108;IPI00216107"	0
"IPI00028481;IPI00909683;IPI00556414"	11703000
"IPI00028491"	0
"IPI00028493;IPI00218883;IPI00218881;IPI00952929;IPI00879496;IPI00954095;IPI00903269;IPI00922774;IPI00877797;IPI00552156"	0
"IPI00028509"	0
"IPI00028520;IPI00221298;IPI00910368"	2689200
"IPI00028561;IPI00889664;IPI00896384;IPI00654747;IPI00916929;IPI00872937;IPI00163729;IPI00941152"	0
"IPI00028564"	482310
"IPI00028565"	0
"IPI00944951;IPI00924712;IPI00028579;IPI00376953;IPI00376952"	0
"IPI00215615;IPI00215614;IPI00028610;IPI00215617;IPI00741430;IPI00215616;IPI00888367"	0
"IPI00028611;IPI00789037;IPI00921868;REV__IPI00892860"	0
"IPI00028618;IPI00940824"	2972200
"IPI00028627;IPI00150205;IPI00513686"	0
"IPI00028635;IPI00383680;IPI00552972;IPI00552307;IPI00552146;IPI00941764"	15754000
"IPI00028670"	0
"IPI00028714"	0
"IPI00028881;IPI00871897;IPI00853139;IPI00853268;IPI00894135;IPI00925332"	0
"IPI00028883;IPI00642807;IPI00479154"	1495500
"IPI00028888;IPI00220684;IPI00220683;IPI00220685;IPI00903278"	22554000
"IPI00028908;IPI00293033;IPI00745450"	0
"IPI00028911;IPI00910536"	38798
"IPI00028928;IPI00215657;IPI00398765;IPI00395024;IPI00171816;IPI00395021;IPI00005592;IPI00789728;IPI00916824;IPI00556275"	0
"IPI00028931"	0
"IPI00028946;IPI00743293;IPI00398795;IPI00412154;IPI00394896;IPI00394897"	10348000
"IPI00028954"	0
"IPI00028955;IPI00741996"	0
"IPI00028957;IPI00556075;IPI00807340"	579110
"IPI00029002;IPI00515027"	560570
"IPI00397383;IPI00029011;IPI00216252;IPI00893241"	0
"IPI00029012"	4983500
"IPI00029015;IPI00640823;IPI00641394"	294600
"IPI00029046;IPI00798088"	2855200
"IPI00029048;IPI00879002;IPI00386569"	1251500
"IPI00029054;IPI00902778;IPI00642843;IPI00552314;IPI00552464"	61889
"IPI00029056;IPI00640051;IPI00640517;IPI00644973"	2144600
"IPI00029079;IPI00945620;IPI00887759"	7622400
