Gene stable ID,Gene name,HGNC ID,UniProtKB/Swiss-Prot ID
ENSG00000149218,ENDOD1,HGNC:29129,O94919
ENSG00000113319,RASGRF2,HGNC:9876,O14827
ENSG00000113319,RASGRF2,HGNC:9876,
ENSG00000166197,NOLC1,HGNC:15608,
ENSG00000124920,MYRF,HGNC:1181,Q9Y2G1
ENSG00000186868,MAPT,HGNC:6893,
ENSG00000124920,MYRF,HGNC:1181,
ENSG00000123154,WDR83,HGNC:32672,
ENSG00000135476,ESPL1,HGNC:16856,
ENSG00000102595,UGGT2,HGNC:15664,Q9NYU1
ENSG00000177889,UBE2N,HGNC:12492,P61088
ENSG00000177889,UBE2N,HGNC:12492,
ENSG00000102595,UGGT2,HGNC:15664,
ENSG00000131730,CKMT2,HGNC:1996,P17540
ENSG00000131730,CKMT2,HGNC:1996,
ENSG00000127831,VIL1,HGNC:12690,P09327
ENSG00000134780,DAGLA,HGNC:1165,Q9Y4D2
ENSG00000127831,VIL1,HGNC:12690,
ENSG00000134780,DAGLA,HGNC:1165,
ENSG00000135476,ESPL1,HGNC:16856,Q14674
ENSG00000184640,SEPT9,HGNC:7323,
ENSG00000104774,MAN2B1,HGNC:6826,O00754
ENSG00000170561,IRX2,HGNC:14359,Q9BZI1
ENSG00000072134,EPN2,HGNC:18639,
ENSG00000186094,AGBL4,HGNC:25892,Q5VU57
ENSG00000186094,AGBL4,HGNC:25892,
ENSG00000173598,NUDT4,HGNC:8051,Q9NZJ9
ENSG00000165914,TTC7B,HGNC:19858,Q86TV6
ENSG00000165914,TTC7B,HGNC:19858,
ENSG00000104774,MAN2B1,HGNC:6826,
ENSG00000162373,BEND5,HGNC:25668,Q7L4P6
ENSG00000173598,NUDT4,HGNC:8051,
ENSG00000168701,TMEM208,HGNC:25015,Q9BTX3
ENSG00000168701,TMEM208,HGNC:25015,
ENSG00000269590,AC010422.5,,
ENSG00000130347,RTN4IP1,HGNC:18647,Q8WWV3
ENSG00000105583,WDR83OS,HGNC:30203,Q9Y284
ENSG00000130347,RTN4IP1,HGNC:18647,
ENSG00000105583,WDR83OS,HGNC:30203,
ENSG00000186868,MAPT,HGNC:6893,P10636
ENSG00000183605,SFXN4,HGNC:16088,Q6P4A7
ENSG00000112773,FAM46A,HGNC:18345,
ENSG00000107669,ATE1,HGNC:782,O95260
ENSG00000107669,ATE1,HGNC:782,
ENSG00000112773,FAM46A,HGNC:18345,Q96IP4
ENSG00000183605,SFXN4,HGNC:16088,
ENSG00000112297,CRYBG1,HGNC:356,
ENSG00000112297,CRYBG1,HGNC:356,Q9Y4K1
ENSG00000166847,DCTN5,HGNC:24594,Q9BTE1
ENSG00000166847,DCTN5,HGNC:24594,
ENSG00000178966,RMI1,HGNC:25764,
ENSG00000186493,C5orf38,HGNC:24226,Q86SI9
ENSG00000165912,PACSIN3,HGNC:8572,Q9UKS6
ENSG00000165912,PACSIN3,HGNC:8572,
ENSG00000178966,RMI1,HGNC:25764,Q9H9A7
ENSG00000053108,FSTL4,HGNC:21389,Q6MZW2
ENSG00000186493,C5orf38,HGNC:24226,
ENSG00000053108,FSTL4,HGNC:21389,
ENSG00000165588,OTX2,HGNC:8522,P32243
ENSG00000188483,IER5L,HGNC:23679,Q5T953
ENSG00000145626,UGT3A1,HGNC:26625,Q6NUS8
ENSG00000145626,UGT3A1,HGNC:26625,
ENSG00000165588,OTX2,HGNC:8522,
ENSG00000158636,EMSY,HGNC:18071,
ENSG00000072134,EPN2,HGNC:18639,O95208
ENSG00000080839,RBL1,HGNC:9893,P28749
ENSG00000080839,RBL1,HGNC:9893,
ENSG00000100592,DAAM1,HGNC:18142,Q9Y4D1
ENSG00000100592,DAAM1,HGNC:18142,
ENSG00000183734,ASCL2,HGNC:739,Q99929
ENSG00000197506,SLC28A3,HGNC:16484,Q9HAS3
ENSG00000018625,ATP1A2,HGNC:800,P50993
ENSG00000180884,ZNF792,HGNC:24751,Q3KQV3
ENSG00000018625,ATP1A2,HGNC:800,
ENSG00000180884,ZNF792,HGNC:24751,
ENSG00000198892,SHISA4,HGNC:27139,Q96DD7
ENSG00000243444,PALM2,HGNC:15845,Q8IXS6
ENSG00000243444,PALM2,HGNC:15845,
ENSG00000064201,TSPAN32,HGNC:13410,
ENSG00000155511,GRIA1,HGNC:4571,P42261
ENSG00000170549,IRX1,HGNC:14358,P78414
ENSG00000162344,FGF19,HGNC:3675,O95750
ENSG00000241978,AKAP2,HGNC:372,Q9Y2D5
ENSG00000177992,SPATA31E1,HGNC:26672,Q6ZUB1
ENSG00000163431,LMOD1,HGNC:6647,P29536
ENSG00000196189,SEMA4A,HGNC:10729,
ENSG00000241978,AKAP2,HGNC:372,
ENSG00000163431,LMOD1,HGNC:6647,
ENSG00000111962,UST,HGNC:17223,Q9Y2C2
ENSG00000175602,CCDC85B,HGNC:24926,Q15834
ENSG00000157654,PALM2-AKAP2,HGNC:33529,
ENSG00000126583,PRKCG,HGNC:9402,
ENSG00000174059,CD34,HGNC:1662,P28906
ENSG00000131473,ACLY,HGNC:115,P53396
ENSG00000174059,CD34,HGNC:1662,
ENSG00000163947,ARHGEF3,HGNC:683,Q9NR81
ENSG00000244411,KRTAP5-7,HGNC:23602,Q6L8G8
ENSG00000064201,TSPAN32,HGNC:13410,Q96QS1
ENSG00000241233,KRTAP5-8,HGNC:23603,O75690
ENSG00000131473,ACLY,HGNC:115,
ENSG00000075388,FGF4,HGNC:3682,P08620
ENSG00000126583,PRKCG,HGNC:9402,P05129
ENSG00000198570,RD3,HGNC:19689,Q7Z3Z2
ENSG00000163947,ARHGEF3,HGNC:683,
ENSG00000135723,FHOD1,HGNC:17905,Q9Y613
ENSG00000196189,SEMA4A,HGNC:10729,Q9H3S1
ENSG00000110665,C11orf21,HGNC:13231,Q9P2W6
ENSG00000110665,C11orf21,HGNC:13231,
ENSG00000135723,FHOD1,HGNC:17905,
ENSG00000186451,SPATA12,HGNC:23221,Q7Z6I5
ENSG00000105605,CACNG7,HGNC:13626,P62955
ENSG00000137501,SYTL2,HGNC:15585,Q9HCH5
ENSG00000105605,CACNG7,HGNC:13626,
ENSG00000165672,PRDX3,HGNC:9354,P30048
ENSG00000173456,RNF26,HGNC:14646,Q9BY78
ENSG00000186895,FGF3,HGNC:3681,P11487
ENSG00000135740,SLC9A5,HGNC:11078,
ENSG00000149212,SESN3,HGNC:23060,P58005
ENSG00000142408,CACNG8,HGNC:13628,
ENSG00000142408,CACNG8,HGNC:13628,Q8WXS5
ENSG00000149212,SESN3,HGNC:23060,
ENSG00000135740,SLC9A5,HGNC:11078,Q14940
ENSG00000198648,STK39,HGNC:17717,Q9UEW8
ENSG00000223953,C1QTNF5,HGNC:14344,Q9BXJ0
ENSG00000223953,C1QTNF5,HGNC:14344,
ENSG00000184640,SEPT9,HGNC:7323,Q9UHD8
ENSG00000188295,ZNF669,HGNC:25736,Q96BR6
ENSG00000188295,ZNF669,HGNC:25736,
ENSG00000235718,MFRP,HGNC:18121,Q9BY79
ENSG00000180626,ZNF594,HGNC:29392,Q96JF6
ENSG00000235718,MFRP,HGNC:18121,
ENSG00000180626,ZNF594,HGNC:29392,
ENSG00000181666,HKR1,HGNC:4928,
ENSG00000130433,CACNG6,HGNC:13625,Q9BXT2
ENSG00000186318,BACE1,HGNC:933,P56817
ENSG00000130433,CACNG6,HGNC:13625,
ENSG00000161929,SCIMP,HGNC:33504,Q6UWF3
ENSG00000186318,BACE1,HGNC:933,
ENSG00000161929,SCIMP,HGNC:33504,
ENSG00000163781,TOPBP1,HGNC:17008,Q92547
ENSG00000112531,QKI,HGNC:21100,Q96PU8
ENSG00000163781,TOPBP1,HGNC:17008,
ENSG00000186907,RTN4RL2,HGNC:23053,Q86UN3
ENSG00000181666,HKR1,HGNC:4928,P10072
ENSG00000186907,RTN4RL2,HGNC:23053,
ENSG00000179151,EDC3,HGNC:26114,Q96F86
ENSG00000179151,EDC3,HGNC:26114,
ENSG00000165632,TAF3,HGNC:17303,Q5VWG9
ENSG00000110274,CEP164,HGNC:29182,
ENSG00000112531,QKI,HGNC:21100,
ENSG00000189068,VSTM1,HGNC:29455,
ENSG00000189068,VSTM1,HGNC:29455,Q6UX27
ENSG00000188959,C9orf152,HGNC:31455,Q5JTZ5
ENSG00000110274,CEP164,HGNC:29182,Q9UPV0
ENSG00000132681,ATP1A4,HGNC:14073,Q13733
ENSG00000132681,ATP1A4,HGNC:14073,
ENSG00000136810,TXN,HGNC:12435,P10599
ENSG00000155324,GRAMD2B,HGNC:24911,Q96HH9
ENSG00000070367,EXOC5,HGNC:10696,O00471
ENSG00000155324,GRAMD2B,HGNC:24911,
ENSG00000070367,EXOC5,HGNC:10696,
ENSG00000179335,CLK3,HGNC:2071,P49761
ENSG00000167257,RNF214,HGNC:25335,
ENSG00000145715,RASA1,HGNC:9871,P20936
ENSG00000179335,CLK3,HGNC:2071,
ENSG00000053770,AP5M1,HGNC:20192,Q9H0R1
ENSG00000053770,AP5M1,HGNC:20192,
ENSG00000145715,RASA1,HGNC:9871,
ENSG00000037749,MFAP3,HGNC:7034,
ENSG00000037749,MFAP3,HGNC:7034,P55082
ENSG00000181027,FKRP,HGNC:17997,
ENSG00000181027,FKRP,HGNC:17997,Q9H9S5
ENSG00000108852,MPP2,HGNC:7220,
ENSG00000184374,COLEC10,HGNC:2220,Q9Y6Z7
ENSG00000167257,RNF214,HGNC:25335,Q8ND24
ENSG00000175221,MED16,HGNC:17556,Q9Y2X0
ENSG00000164574,GALNT10,HGNC:19873,Q86SR1
ENSG00000175221,MED16,HGNC:17556,
ENSG00000147862,NFIB,HGNC:7785,O00712
ENSG00000134480,CCNH,HGNC:1594,
ENSG00000164574,GALNT10,HGNC:19873,
ENSG00000108852,MPP2,HGNC:7220,Q14168
ENSG00000152818,UTRN,HGNC:12635,
ENSG00000134480,CCNH,HGNC:1594,P51946
ENSG00000167895,TMC8,HGNC:20474,
ENSG00000216588,IGSF23,HGNC:40040,A1L1A6
ENSG00000216588,IGSF23,HGNC:40040,
ENSG00000254997,KRTAP5-9,HGNC:23604,P26371
ENSG00000186567,CEACAM19,HGNC:31951,
ENSG00000204572,KRTAP5-10,HGNC:23605,Q6L8G5
ENSG00000147862,NFIB,HGNC:7785,
ENSG00000170385,SLC30A1,HGNC:11012,Q9Y6M5
ENSG00000105281,SLC1A5,HGNC:10943,Q15758
ENSG00000105281,SLC1A5,HGNC:10943,
ENSG00000283205,AL353572.3,,
ENSG00000186567,CEACAM19,HGNC:31951,Q7Z692
ENSG00000167895,TMC8,HGNC:20474,Q8IU68
ENSG00000204571,KRTAP5-11,HGNC:23606,Q6L8G4
ENSG00000204571,KRTAP5-11,HGNC:23606,
ENSG00000140057,AK7,HGNC:20091,Q96M32
ENSG00000140057,AK7,HGNC:20091,
ENSG00000073008,PVR,HGNC:9705,
ENSG00000073008,PVR,HGNC:9705,P15151
ENSG00000153823,PID1,HGNC:26084,Q7Z2X4
ENSG00000076928,ARHGEF1,HGNC:681,Q92888
ENSG00000153823,PID1,HGNC:26084,
ENSG00000109339,MAPK10,HGNC:6872,
ENSG00000213892,CEACAM16,HGNC:31948,Q2WEN9
ENSG00000078687,TNRC6C,HGNC:29318,
ENSG00000005700,IBTK,HGNC:17853,Q9P2D0
ENSG00000107672,NSMCE4A,HGNC:25935,Q9NXX6
ENSG00000055147,FAM114A2,HGNC:1333,Q9NRY5
ENSG00000078687,TNRC6C,HGNC:29318,Q9HCJ0
ENSG00000055147,FAM114A2,HGNC:1333,
ENSG00000005700,IBTK,HGNC:17853,
ENSG00000076928,ARHGEF1,HGNC:681,
ENSG00000013523,ANGEL1,HGNC:19961,Q9UNK9
ENSG00000248385,TARM1,HGNC:37250,
ENSG00000248385,TARM1,HGNC:37250,B6A8C7
ENSG00000013523,ANGEL1,HGNC:19961,
ENSG00000167123,CERCAM,HGNC:23723,
ENSG00000071246,VASH1,HGNC:19964,Q7L8A9
ENSG00000177688,SUMO4,HGNC:21181,Q6EEV6
ENSG00000109339,MAPK10,HGNC:6872,P53779
ENSG00000268041,AC010616.1,,
ENSG00000055208,TAB2,HGNC:17075,
ENSG00000071246,VASH1,HGNC:19964,
ENSG00000040933,INPP4A,HGNC:6074,Q96PE3
ENSG00000090372,STRN4,HGNC:15721,Q9NRL3
ENSG00000040933,INPP4A,HGNC:6074,
ENSG00000152818,UTRN,HGNC:12635,P46939
ENSG00000137507,LRRC32,HGNC:4161,Q14392
ENSG00000075945,KIFAP3,HGNC:17060,Q92845
ENSG00000137507,LRRC32,HGNC:4161,
ENSG00000167123,CERCAM,HGNC:23723,Q5T4B2
ENSG00000141524,TMC6,HGNC:18021,Q7Z403
ENSG00000149150,SLC43A1,HGNC:9225,O75387
ENSG00000055208,TAB2,HGNC:17075,Q9NYJ8
ENSG00000149150,SLC43A1,HGNC:9225,
ENSG00000147676,MAL2,HGNC:13634,
ENSG00000147676,MAL2,HGNC:13634,Q969L2
ENSG00000090372,STRN4,HGNC:15721,
ENSG00000185352,HS6ST3,HGNC:19134,Q8IZP7
ENSG00000185352,HS6ST3,HGNC:19134,
ENSG00000141524,TMC6,HGNC:18021,
ENSG00000036672,USP2,HGNC:12618,O75604
ENSG00000036672,USP2,HGNC:12618,
ENSG00000198873,GRK5,HGNC:4544,P34947
ENSG00000184584,TMEM173,HGNC:27962,Q86WV6
ENSG00000117650,NEK2,HGNC:7745,P51955
ENSG00000106804,C5,HGNC:1331,P01031
ENSG00000196418,ZNF124,HGNC:12907,Q15973
ENSG00000117650,NEK2,HGNC:7745,
ENSG00000196418,ZNF124,HGNC:12907,
ENSG00000184584,TMEM173,HGNC:27962,
ENSG00000134398,ERN2,HGNC:16942,
ENSG00000134398,ERN2,HGNC:16942,Q76MJ5
ENSG00000099337,KCNK6,HGNC:6281,Q9Y257
ENSG00000113583,C5orf15,HGNC:20656,Q8NC54
ENSG00000170909,OSCAR,HGNC:29960,Q8IYS5
ENSG00000100565,LRRC74A,HGNC:23346,Q0VAA2
ENSG00000100565,LRRC74A,HGNC:23346,
ENSG00000170909,OSCAR,HGNC:29960,
ENSG00000187997,C17orf99,HGNC:34490,Q6UX52
ENSG00000108219,TSPAN14,HGNC:23303,Q8NG11
ENSG00000187997,C17orf99,HGNC:34490,
ENSG00000108219,TSPAN14,HGNC:23303,
ENSG00000166851,PLK1,HGNC:9077,P53350
ENSG00000166851,PLK1,HGNC:9077,
ENSG00000076356,PLXNA2,HGNC:9100,O75051
ENSG00000100767,PAPLN,HGNC:19262,O95428
ENSG00000108639,SYNGR2,HGNC:11499,O43760
ENSG00000100767,PAPLN,HGNC:19262,
ENSG00000187957,DNER,HGNC:24456,Q8NFT8
ENSG00000108639,SYNGR2,HGNC:11499,
ENSG00000151838,CCDC175,HGNC:19847,P0C221
ENSG00000151838,CCDC175,HGNC:19847,
ENSG00000181619,GPR135,HGNC:19991,Q8IZ08
ENSG00000168671,UGT3A2,HGNC:27266,Q3SY77
ENSG00000105053,VRK3,HGNC:18996,Q8IV63
ENSG00000168671,UGT3A2,HGNC:27266,
ENSG00000105053,VRK3,HGNC:18996,
ENSG00000204193,TXNDC8,HGNC:31454,Q6A555
ENSG00000204193,TXNDC8,HGNC:31454,
ENSG00000167900,TK1,HGNC:11830,P04183
ENSG00000167900,TK1,HGNC:11830,
ENSG00000091513,TF,HGNC:11740,P02787
ENSG00000091513,TF,HGNC:11740,
ENSG00000130348,QRSL1,HGNC:21020,Q9H0R6
ENSG00000130559,CAMSAP1,HGNC:19946,Q5T5Y3
ENSG00000130348,QRSL1,HGNC:21020,
ENSG00000050130,JKAMP,HGNC:20184,Q9P055
ENSG00000142528,ZNF473,HGNC:23239,
ENSG00000278311,GGNBP2,HGNC:19357,Q9H3C7
ENSG00000278311,GGNBP2,HGNC:19357,
ENSG00000050130,JKAMP,HGNC:20184,
ENSG00000142528,ZNF473,HGNC:23239,Q8WTR7
ENSG00000183077,AFMID,HGNC:20910,Q63HM1
ENSG00000183077,AFMID,HGNC:20910,
ENSG00000154096,THY1,HGNC:11801,P04216
ENSG00000126790,L3HYPDH,HGNC:20488,Q96EM0
ENSG00000154096,THY1,HGNC:11801,
ENSG00000126790,L3HYPDH,HGNC:20488,
ENSG00000136856,SLC2A8,HGNC:13812,Q9NY64
ENSG00000090060,PAPOLA,HGNC:14981,P51003
ENSG00000136856,SLC2A8,HGNC:13812,
ENSG00000090060,PAPOLA,HGNC:14981,
ENSG00000145113,MUC4,HGNC:7514,
ENSG00000118513,MYB,HGNC:7545,
ENSG00000157353,FUK,HGNC:29500,Q8N0W3
ENSG00000119285,HEATR1,HGNC:25517,Q9H583
ENSG00000157353,FUK,HGNC:29500,
ENSG00000119285,HEATR1,HGNC:25517,
ENSG00000152254,G6PC2,HGNC:28906,Q9NQR9
ENSG00000152254,G6PC2,HGNC:28906,
ENSG00000156345,CDK20,HGNC:21420,Q8IZL9
ENSG00000196663,TECPR2,HGNC:19957,O15040
ENSG00000129595,EPB41L4A,HGNC:13278,Q9HCS5
ENSG00000156381,ANKRD9,HGNC:20096,Q96BM1
ENSG00000089685,BIRC5,HGNC:593,
ENSG00000156381,ANKRD9,HGNC:20096,
ENSG00000089685,BIRC5,HGNC:593,O15392
ENSG00000213585,VDAC1,HGNC:12669,P21796
ENSG00000105619,TFPT,HGNC:13630,P0C1Z6
ENSG00000105619,TFPT,HGNC:13630,
ENSG00000213585,VDAC1,HGNC:12669,
ENSG00000164187,LMBRD2,HGNC:25287,Q68DH5
ENSG00000156453,PCDH1,HGNC:8655,Q08174
ENSG00000156453,PCDH1,HGNC:8655,
ENSG00000182704,TSKU,HGNC:28850,
ENSG00000150764,DIXDC1,HGNC:23695,Q155Q3
ENSG00000182704,TSKU,HGNC:28850,Q8WUA8
ENSG00000203740,METTL11B,HGNC:31932,Q5VVY1
ENSG00000204278,TMEM235,HGNC:27563,A6NFC5
ENSG00000204278,TMEM235,HGNC:27563,
ENSG00000170906,NDUFA3,HGNC:7686,
ENSG00000214534,ZNF705E,HGNC:33203,
ENSG00000178217,SH2D4B,HGNC:31440,Q5SQS7
ENSG00000163072,NOSTRIN,HGNC:20203,Q8IVI9
ENSG00000170906,NDUFA3,HGNC:7686,O95167
ENSG00000163072,NOSTRIN,HGNC:20203,
ENSG00000184557,SOCS3,HGNC:19391,O14543
ENSG00000184557,SOCS3,HGNC:19391,
ENSG00000150764,DIXDC1,HGNC:23695,
ENSG00000158483,FAM86C1,HGNC:25561,Q9NVL1
ENSG00000158483,FAM86C1,HGNC:25561,
ENSG00000116977,LGALS8,HGNC:6569,
ENSG00000172292,CERS6,HGNC:23826,Q6ZMG9
ENSG00000152253,SPC25,HGNC:24031,Q9HBM1
ENSG00000152253,SPC25,HGNC:24031,
ENSG00000165124,SVEP1,HGNC:15985,Q4LDE5
ENSG00000148335,NTMT1,HGNC:23373,Q9BV86
ENSG00000161609,CCDC155,HGNC:26520,Q8N6L0
ENSG00000165124,SVEP1,HGNC:15985,
ENSG00000148335,NTMT1,HGNC:23373,
ENSG00000161609,CCDC155,HGNC:26520,
ENSG00000123684,LPGAT1,HGNC:28985,Q92604
ENSG00000160145,KALRN,HGNC:4814,
ENSG00000179058,C9orf50,HGNC:23677,Q5SZB4
ENSG00000105618,PRPF31,HGNC:15446,Q8WWY3
ENSG00000179058,C9orf50,HGNC:23677,
ENSG00000105618,PRPF31,HGNC:15446,
ENSG00000148331,ASB6,HGNC:17181,Q9NWX5
ENSG00000148331,ASB6,HGNC:17181,
ENSG00000112539,C6orf118,HGNC:21233,Q5T5N4
ENSG00000130560,UBAC1,HGNC:30221,Q9BSL1
ENSG00000160145,KALRN,HGNC:4814,O60229
ENSG00000131508,UBE2D2,HGNC:12475,P62837
ENSG00000131508,UBE2D2,HGNC:12475,
ENSG00000187775,DNAH17,HGNC:2946,
ENSG00000148411,NACC2,HGNC:23846,Q96BF6
ENSG00000108849,PPY,HGNC:9327,
ENSG00000108849,PPY,HGNC:9327,P01298
ENSG00000100784,RPS6KA5,HGNC:10434,O75582
ENSG00000142538,PTH2,HGNC:30828,Q96A98
ENSG00000081791,KIAA0141,HGNC:28969,Q14154
ENSG00000100784,RPS6KA5,HGNC:10434,
ENSG00000081791,KIAA0141,HGNC:28969,
ENSG00000187775,DNAH17,HGNC:2946,Q9UFH2
ENSG00000116977,LGALS8,HGNC:6569,O00214
ENSG00000261949,GFY,HGNC:44663,I3L273
ENSG00000131096,PYY,HGNC:9748,P10082
ENSG00000110400,NECTIN1,HGNC:9706,Q15223
ENSG00000101353,MROH8,HGNC:16125,
ENSG00000145113,MUC4,HGNC:7514,Q99102
ENSG00000089902,RCOR1,HGNC:17441,Q9UKL0
ENSG00000089902,RCOR1,HGNC:17441,
ENSG00000161653,NAGS,HGNC:17996,Q8N159
ENSG00000087157,PGS1,HGNC:30029,Q32NB8
ENSG00000099338,CATSPERG,HGNC:25243,
ENSG00000087157,PGS1,HGNC:30029,
ENSG00000099338,CATSPERG,HGNC:25243,Q6ZRH7
ENSG00000161653,NAGS,HGNC:17996,
ENSG00000238227,TMEM250,HGNC:31009,H0YL14
ENSG00000101353,MROH8,HGNC:16125,Q9H579
ENSG00000238227,TMEM250,HGNC:31009,
ENSG00000170279,C7orf33,HGNC:21724,Q8WU49
ENSG00000171604,CXXC5,HGNC:26943,
ENSG00000171604,CXXC5,HGNC:26943,Q7LFL8
ENSG00000118705,RPN2,HGNC:10382,
ENSG00000176358,TAC4,HGNC:16641,Q86UU9
ENSG00000184276,DEFB108B,HGNC:29966,Q8NET1
ENSG00000013561,RNF14,HGNC:10058,
ENSG00000069399,BCL3,HGNC:998,P20749
ENSG00000069399,BCL3,HGNC:998,
ENSG00000176358,TAC4,HGNC:16641,
ENSG00000178199,ZC3H12D,HGNC:21175,A2A288
ENSG00000119669,IRF2BPL,HGNC:14282,Q9H1B7
ENSG00000178199,ZC3H12D,HGNC:21175,
ENSG00000104888,SLC17A7,HGNC:16704,Q9P2U7
ENSG00000013561,RNF14,HGNC:10058,Q9UBS8
ENSG00000104888,SLC17A7,HGNC:16704,
ENSG00000107187,LHX3,HGNC:6595,Q9UBR4
ENSG00000055130,CUL1,HGNC:2551,Q13616
ENSG00000153827,TRIP12,HGNC:12306,Q14669
ENSG00000118705,RPN2,HGNC:10382,P04844
ENSG00000107187,LHX3,HGNC:6595,
ENSG00000055130,CUL1,HGNC:2551,
ENSG00000106723,SPIN1,HGNC:11243,Q9Y657
ENSG00000153827,TRIP12,HGNC:12306,
ENSG00000108669,CYTH1,HGNC:9501,Q15438
ENSG00000184898,RBM43,HGNC:24790,Q6ZSC3
ENSG00000113555,PCDH12,HGNC:8657,Q9NPG4
ENSG00000184898,RBM43,HGNC:24790,
ENSG00000113555,PCDH12,HGNC:8657,
ENSG00000165661,QSOX2,HGNC:30249,Q6ZRP7
ENSG00000108669,CYTH1,HGNC:9501,
ENSG00000165661,QSOX2,HGNC:30249,
ENSG00000225805,DEFB131B,HGNC:38058,
ENSG00000167157,PRRX2,HGNC:21338,Q99811
ENSG00000153832,FBXO36,HGNC:27020,Q8NEA4
ENSG00000107485,GATA3,HGNC:4172,P23771
ENSG00000153832,FBXO36,HGNC:27020,
ENSG00000254469,AP002495.1,,
ENSG00000108813,DLX4,HGNC:2917,Q92988
ENSG00000248713,AC083902.2,,
ENSG00000254469,AP002495.1,,Q6ZNB5
ENSG00000120370,GORAB,HGNC:25676,Q5T7V8
ENSG00000235985,AIF1,HGNC:352,P55008
ENSG00000120370,GORAB,HGNC:25676,
ENSG00000235985,AIF1,HGNC:352,
ENSG00000164576,SAP30L,HGNC:25663,Q9HAJ7
ENSG00000070190,DAPP1,HGNC:16500,
ENSG00000070190,DAPP1,HGNC:16500,Q9UN19
ENSG00000055483,USP36,HGNC:20062,
ENSG00000133943,C14orf159,HGNC:20498,
ENSG00000260903,XKR7,HGNC:23062,Q5GH72
ENSG00000064195,DLX3,HGNC:2916,O60479
ENSG00000064195,DLX3,HGNC:2916,
ENSG00000131323,TRAF3,HGNC:12033,Q13114
ENSG00000131323,TRAF3,HGNC:12033,
ENSG00000108559,NUP88,HGNC:8067,
ENSG00000260220,CCDC187,HGNC:30942,
ENSG00000260220,CCDC187,HGNC:30942,A0A096LP49
ENSG00000148344,PTGES,HGNC:9599,O14684
ENSG00000108559,NUP88,HGNC:8067,Q99567
ENSG00000113196,HAND1,HGNC:4807,O96004
ENSG00000136816,TOR1B,HGNC:11995,O14657
ENSG00000136816,TOR1B,HGNC:11995,
ENSG00000143476,DTL,HGNC:30288,Q9NZJ0
ENSG00000183475,ASB7,HGNC:17182,Q9H672
ENSG00000183475,ASB7,HGNC:17182,
ENSG00000143476,DTL,HGNC:30288,
ENSG00000136827,TOR1A,HGNC:3098,O14656
ENSG00000055483,USP36,HGNC:20062,Q9P275
ENSG00000029725,RABEP1,HGNC:17677,
ENSG00000140471,LINS1,HGNC:30922,
ENSG00000143493,INTS7,HGNC:24484,
ENSG00000213221,DNLZ,HGNC:33879,
ENSG00000140471,LINS1,HGNC:30922,Q8NG48
ENSG00000150776,C11orf57,HGNC:25569,Q6ZUT1
ENSG00000213221,DNLZ,HGNC:33879,Q5SXM8
ENSG00000029725,RABEP1,HGNC:17677,Q15276
ENSG00000150776,C11orf57,HGNC:25569,
ENSG00000178404,CEP295NL,HGNC:44659,
ENSG00000160360,GPSM1,HGNC:17858,
ENSG00000178404,CEP295NL,HGNC:44659,Q96MC4
ENSG00000133943,C14orf159,HGNC:20498,Q7Z3D6
ENSG00000108561,C1QBP,HGNC:1243,Q07021
ENSG00000108561,C1QBP,HGNC:1243,
ENSG00000196873,CBWD3,HGNC:18519,Q5JTY5
ENSG00000064886,CHI3L2,HGNC:1933,Q15782
ENSG00000064886,CHI3L2,HGNC:1933,
ENSG00000196873,CBWD3,HGNC:18519,
ENSG00000035862,TIMP2,HGNC:11821,
ENSG00000035862,TIMP2,HGNC:11821,P16035
ENSG00000160360,GPSM1,HGNC:17858,Q86YR5
ENSG00000198752,CDC42BPB,HGNC:1738,Q9Y5S2
ENSG00000198752,CDC42BPB,HGNC:1738,
ENSG00000150768,DLAT,HGNC:2896,P10515
ENSG00000150768,DLAT,HGNC:2896,
ENSG00000187796,CARD9,HGNC:16391,Q9H257
ENSG00000143493,INTS7,HGNC:24484,Q9NVH2
ENSG00000166126,AMN,HGNC:14604,Q9BXJ7
ENSG00000187796,CARD9,HGNC:16391,
ENSG00000162777,DENND2D,HGNC:26192,Q9H6A0
ENSG00000129197,RPAIN,HGNC:28641,Q86UA6
ENSG00000166126,AMN,HGNC:14604,
ENSG00000129197,RPAIN,HGNC:28641,
ENSG00000197617,VN1R5,HGNC:19870,
ENSG00000150782,IL18,HGNC:5986,Q14116
ENSG00000108679,LGALS3BP,HGNC:6564,
ENSG00000255292,SDHD,HGNC:10683,
ENSG00000143033,MTF2,HGNC:29535,Q9Y483
ENSG00000108679,LGALS3BP,HGNC:6564,Q08380
ENSG00000255292,SDHD,HGNC:10683,O14521
ENSG00000150773,PIH1D2,HGNC:25210,Q8WWB5
ENSG00000150773,PIH1D2,HGNC:25210,
ENSG00000131013,PPIL4,HGNC:15702,Q8WUA2
ENSG00000131013,PPIL4,HGNC:15702,
ENSG00000005100,DHX33,HGNC:16718,Q9H6R0
ENSG00000136819,C9orf78,HGNC:24932,Q9NZ63
ENSG00000005100,DHX33,HGNC:16718,
ENSG00000130045,NXNL2,HGNC:30482,Q5VZ03
ENSG00000171302,CANT1,HGNC:19721,Q8WVQ1
ENSG00000130045,NXNL2,HGNC:30482,
ENSG00000137699,TRIM29,HGNC:17274,Q14134
ENSG00000171302,CANT1,HGNC:19721,
ENSG00000143033,MTF2,HGNC:29535,
ENSG00000213694,S1PR3,HGNC:3167,Q99500
